word,number_of_occurences
we,13
schopný,12
vyhodnotenie,12
stručne,12
upjš,12
etik,12
zámer,12
zhrnúť,12
viesť,12
možno,12
celá,12
seba,12
príslušný,12
pýtať,12
nesmieť,12
druh,12
bod,12
komunita,12
zamyslieť,12
výhoda,12
dostatočne,12
získaný,12
automaticky,12
naopak,12
položka,12
skontrolovať,12
health,12
vypracovať,12
stratégia,12
čiže,12
menej,12
hodina,12
pripomienka,12
zaujímavý,12
vaši,12
is,12
zaujať,12
kurz,11
spolu,11
strategický,11
biologický,11
terén,11
súvisiaci,11
tip,11
činnosť,11
kódex,11
vychádzať,11
spomenutý,11
nasledovný,11
nezávislý,11
všeobecný,11
kraj,11
zhodnotiť,11
rozhodnúť,11
odber,11
dôkaz,11
závisieť,11
zbierať,11
uvedenie,11
priblížiť,11
pomáhať,11
odbor,11
takto,11
zvoliť,11
zvyknúť,11
pokúsiť,11
najskôr,11
existujúci,11
medicine,11
porovnanie,11
prestížny,11
predstavovať,11
zodpovedný,11
náhodný,11
odpovedať,11
dosiahnuť,11
myslieť,11
expert,11
vyzerať,11
aktivita,11
koniec,11
požiadať,11
požiadavka,11
revízia,11
snaha,11
kvôli,11
kredit,11
titulný,11
popísaný,11
nevýhoda,11
this,11
as,11
be,11
manuscript,11
spracovať,10
deklarácia,10
naučiť,10
zodpovedať,10
oba,10
spoločnosť,10
klinický,10
definovať,10
vytvoriť,10
okolnosť,10
plánovaný,10
krv,10
samozrejme,10
jazykový,10
málo,10
liek,10
správne,10
no,10
vytvárať,10
poznanie,10
elektronický,10
mena,10
orať,10
príspevok,10
podariť,10
označiť,10
ostatný,10
stále,10
skutočne,10
citácia,10
vybraný,10
nachádzať,10
označený,10
síce,10
dozvedieť,10
zahŕňať,10
schválenie,10
spoluriešiteľ,10
pripravovať,10
vysoká,10
prebiehať,10
určený,10
bežný,10
doba,10
výdavok,10
formálne,10
raz,10
skúsenosť,10
transport,10
e,10
ťažko,10
štandardný,10
vyberať,10
priznať,10
zvyšovať,10
citovať,10
p,10
prezentovaný,10
that,10
publication,10
have,10
metodológia,9
blok,9
hodnotiť,9
atribút,9
zhrnutie,9
predtým,9
znenie,9
vhodne,9
bolesť,9
hypotéza,9
netreba,9
zabúdať,9
vývoj,9
myseľ,9
obmedzený,9
odmietnuť,9
financie,9
úplne,9
nemenej,9
zamerať,9
data,9
najprv,9
čakať,9
riadok,9
kliknutím,9
aspoň,9
obdobie,9
limit,9
totiž,9
nakoniec,9
opäť,9
nemôcť,9
edičný,9
vyjadrovať,9
citovaný,9
factoru,9
hlaveň,9
miesiť,9
rozdeliť,9
vysoký,9
začínať,9
faktor,9
častokrát,9
určovať,9
vecný,9
organizačný,9
dekompozícia,9
prijatie,9
hneď,9
externý,9
ministerstvo,9
väzba,9
partner,9
hierarchia,9
os,9
x,9
suma,9
tvoriť,9
požadovať,9
skúsený,9
ľahko,9
odstavec,9
pomocný,9
mail,9
chladiaci,9
ponúknuť,9
týždeň,9
pripravený,9
výskyt,9
štandardnosť,9
kód,9
chýbať,9
adresa,9
odporúčanie,9
interpretácia,9
zverejnenie,9
veta,9
výsledkový,9
nezabúdať,9
určite,9
študent,8
rozdelený,8
literárne,8
štvrtý,8
doktorand,8
životný,8
udržať,8
vypracovanie,8
prezentovanie,8
pu,8
dokumentácia,8
norma,8
neskoro,8
známy,8
dnes,8
vývin,8
svet,8
ľudský,8
spravidla,8
wp,8
nakoľko,8
realizovaný,8
priorita,8
jednať,8
ročne,8
test,8
aktuálny,8
plánovať,8
zohľadniť,8
dochádzať,8
splniť,8
dispozícia,8
plagiátorstvo,8
akademický,8
dodržanie,8
znať,8
nevedieť,8
hľadaný,8
koncept,8
skúsiť,8
ukázať,8
filter,8
referencia,8
systematický,8
zopakovať,8
užitočný,8
vlastne,8
koeficient,8
prestíž,8
výška,8
dlhý,8
vôbec,8
dodržiavať,8
formulovaný,8
naplánovať,8
zmluva,8
celieť,8
úspešný,8
zväčša,8
spolupracovník,8
stávať,8
všeobecne,8
rozhodne,8
samostatný,8
čiara,8
vyhlasovateľ,8
odvod,8
rátať,8
pošta,8
vymyslieť,8
pútavý,8
vzhľad,8
spotrebný,8
lekár,8
sila,8
box,8
minúta,8
prísť,8
adolescent,8
mier,8
rr,8
vysvetlenie,8
originálny,8
znova,8
mailový,8
zrozumiteľný,8
spätný,8
vizuálne,8
infografika,8
registrácia,8
očakávať,8
ara,8
your,8
any,8
zhoda,8
slúžiť,7
cez,7
postupne,7
veriť,7
realizovať,7
pridať,7
nízko,7
helsinský,7
eú,7
bezpečnosť,7
review,7
niekoľký,7
dopad,7
riešiť,7
spojený,7
avšak,7
dospieť,7
národný,7
vytvorený,7
úprava,7
formulovať,7
pravdepodobnosť,7
schválený,7
prípadný,7
prijatý,7
podrobný,7
zdravotný,7
objaviť,7
adekvátne,7
zdravie,7
než,7
poskytnutý,7
zbytočný,7
prostredie,7
ovplyvňovať,7
sociálny,7
nízky,7
anonymita,7
firma,7
transparentnosť,7
zohľadňovať,7
respondentami,7
tréning,7
odhaliť,7
súkromie,7
general,7
používanie,7
zameriavať,7
sám,7
učiteľ,7
sústrediť,7
rozsah,7
dostatok,7
reťazec,7
zúžiť,7
prechádzať,7
upraviť,7
not,7
tretina,7
potvrdiť,7
pozorne,7
vylúčiť,7
stanoviť,7
uskutočňovať,7
kol,7
sledovať,7
schopnosť,7
internal,7
public,7
rovnaký,7
naraz,7
skratka,7
všeobecnosť,7
charakteristika,7
podieľať,7
široký,7
reálne,7
vysoko,7
pomôcka,7
nastať,7
čiastka,7
sedieť,7
otvorený,7
školstvo,7
jediný,7
zhodnotenie,7
ťažký,7
minimálny,7
aktér,7
work,7
mimo,7
malý,7
pozícia,7
načrtnúť,7
čiastkový,7
nepriamy,7
hrubý,7
zvýšiť,7
zasielať,7
letter,7
odoberať,7
nestať,7
poslať,7
prispôsobiť,7
alkohol,7
vyplniť,7
pôvodný,7
voľne,7
odsek,7
indikátor,7
jav,7
štatisticky,7
implikácia,7
with,7
zaslaním,7
transfer,7
it,7
kritický,6
riadenie,6
nielen,6
verejne,6
štatistika,6
udalosť,6
oboznámiť,6
precvičiť,6
recenzia,6
gdpr,6
záznam,6
zahájenie,6
implementácia,6
slovensku,6
ganntov,6
changes,6
história,6
rozvoj,6
ochorenie,6
považovaný,6
zásada,6
medicínsky,6
podstatný,6
spomenúť,6
research,6
preštudovať,6
dôkladný,6
vyhlásenie,6
spolupracovať,6
náležitosť,6
jednak,6
citlivý,6
reálny,6
dbať,6
zbierané,6
manipulácia,6
vec,6
sieť,6
dopracovať,6
rýchlo,6
využívaný,6
asi,6
efektívny,6
obsahujúci,6
vplývať,6
súčasne,6
takmer,6
lišta,6
kliknúť,6
exportovať,6
úzky,6
hladina,6
ranking,6
dôležitosť,6
používaný,6
požadovaný,6
manažér,6
diskutovať,6
využitie,6
nezabudnúť,6
terminológia,6
časovo,6
vynikajúci,6
splnenie,6
zbytočne,6
uskutočniť,6
matica,6
naplánovaný,6
stáť,6
mzdový,6
zozbierať,6
žiadať,6
získanie,6
riadiť,6
sem,6
dohodnutý,6
podporovať,6
región,6
podporný,6
prvok,6
pert,6
vedúci,6
vykonávať,6
cenný,6
pozor,6
usmernenia,6
zariadenie,6
platený,6
sociálne,6
percento,6
maximálny,6
zahrnúť,6
zvyklosť,6
mnohý,6
správny,6
trik,6
zabudnúť,6
formálny,6
nutný,6
spoločenský,6
dodatočný,6
rýchle,6
súhlasiť,6
nábor,6
podskupina,6
poďakovanie,6
vedec,6
miera,6
vyplývať,6
patent,6
reputácia,6
korešpondujúci,6
posielať,6
naštudovať,6
fráza,6
merací,6
model,6
prehľadný,6
prezentujúci,6
grafický,6
secondary,6
version,6
paper,6
zaslaní,6
will,6
inšpirovať,6
ruka,5
kompetencia,5
štyri,5
prinášať,5
záverečná,5
košiciach,5
pochopiť,5
eticky,5
vyskúšať,5
infografiky,5
if,5
materiálny,5
zdieľanie,5
predchádzať,5
potenciálny,5
senzitívny,5
vzniknúť,5
meranie,5
sporný,5
objavovať,5
svetový,5
starostlivosť,5
vzťahovať,5
definovanie,5
org,5
pdf,5
zabezpečovať,5
smer,5
informovanie,5
ktorýkoľvek,5
papierový,5
starý,5
predísť,5
potenciálne,5
kultúrny,5
skúmanie,5
odchýlka,5
negatívny,5
strata,5
podávať,5
farmaceutický,5
obava,5
dátum,5
nedostatok,5
zdieľať,5
detail,5
výskumník,5
napriek,5
teoretický,5
zručnosť,5
význam,5
spraviť,5
google,5
vydavateľstvo,5
bibliografický,5
webový,5
plný,5
zobrazený,5
úzko,5
zmeniť,5
vyskytovať,5
selekcia,5
vľavo,5
results,5
angličtina,5
titul,5
citačný,5
zobraziť,5
formát,5
rýchly,5
záležať,5
pamätať,5
nechať,5
bližšie,5
zopár,5
international,5
pridelený,5
citation,5
významný,5
posledné,5
stiahnuť,5
špecificky,5
keby,5
definícia,5
ostávať,5
zložka,5
postupnosť,5
obmedzenie,5
eliminácia,5
zástupca,5
dlho,5
ročný,5
dohodnúť,5
technický,5
podklad,5
zúčastniť,5
fond,5
zapojenie,5
vnútorný,5
republika,5
cestovné,5
mechanizmus,5
ohľad,5
odlišný,5
podstata,5
vykonať,5
koordinovať,5
poradný,5
panel,5
piaty,5
participovať,5
dĺžka,5
trvanie,5
etapa,5
označenie,5
bodka,5
číselný,5
odmena,5
rezerva,5
energia,5
euro,5
dodržať,5
vypracovávať,5
hodnotiteľ,5
zainteresovaný,5
administrátor,5
akronym,5
výstižný,5
skúmanej,5
sledovanie,5
stanovisko,5
overiť,5
potvrdenie,5
vekový,5
počítať,5
validitu,5
spracovaný,5
odberový,5
niekde,5
limitácie,5
meniť,5
pnúť,5
jednoducho,5
skutočnosť,5
metodologický,5
rodič,5
nikdy,5
vážny,5
počítač,5
vedecky,5
oddelený,5
zaviesť,5
poriadok,5
médium,5
dokonca,5
dievča,5
teória,5
overovať,5
závažný,5
citovanie,5
nedostatočná,5
podozrenie,5
oveľa,5
index,5
ukážka,5
tvrdenie,5
zaslania,5
môj,5
•je,5
doručený,5
doručenie,5
from,5
an,5
article,5
drvivý,5
falošný,5
rada,5
been,5
pozvanie,5
odmietnutý,5
very,5
thank,5
zlepšiť,5
dostávať,4
kriticky,4
prezentovaniu,4
naplniť,4
nadväzovať,4
opatrenie,4
korektný,4
systematicky,4
efektívne,4
úvodný,4
zraniteľný,4
súvis,4
originalita,4
povedomie,4
zhruba,4
okolo,4
stud,4
žena,4
pravdepodobne,4
naďalej,4
neustále,4
dohoda,4
štát,4
priniesť,4
zaobchádzanie,4
statement,4
vedný,4
únia,4
spoločný,4
intervencia,4
european,4
samosprávny,4
funkcia,4
pravidelne,4
košický,4
definovaný,4
špecifikum,4
pôvod,4
trend,4
vakcína,4
stredný,4
jednotlivec,4
spôsobiť,4
stres,4
prítomný,4
zverejniť,4
užívanie,4
dôvernosť,4
komplexný,4
medzera,4
financovať,4
ekonomický,4
zreteľ,4
líder,4
kultúrne,4
pamäti,4
spĺňať,4
máj,4
kedykoľvek,4
podpis,4
predsa,4
bezpečný,4
minimalizovať,4
nadriadený,4
pokladať,4
vykonávanie,4
podávanie,4
vážne,4
obec,4
špeciálny,4
pripomenúť,4
dodržiavanie,4
napĺňať,4
preskúmané,4
identifikovanie,4
zas,4
uľahčiť,4
opakovane,4
internetový,4
produkt,4
vydavateľ,4
pridávať,4
malá,4
pridaný,4
nadpis,4
spustiť,4
zbaviť,4
vyjsť,4
nájdený,4
all,4
ostať,4
chvíľa,4
kombinácia,4
vizualizácia,4
zaznamenať,4
metodika,4
skóre,4
rozhodovanie,4
ideálne,4
reports,4
krát,4
líšiť,4
lancet,4
takzvaný,4
kvartilu,4
štvrtina,4
ľavý,4
horný,4
výpočet,4
politika,4
napokon,4
súhrn,4
jedinečný,4
jednoznačne,4
zodpovedanie,4
nuž,4
dôkladne,4
formulácia,4
voliť,4
určiť,4
analyzovať,4
následnosť,4
papier,4
skúmavka,4
ochranný,4
nič,4
procedúra,4
vyhodnocovať,4
získavať,4
prihláška,4
aktuálne,4
súčasnosť,4
apvv,4
horizont,4
šport,4
technika,4
iniciatíva,4
financovaný,4
interval,4
opakovať,4
dostatočná,4
formulár,4
vedomosť,4
záväzok,4
uchopiť,4
č,4
splnený,4
balík,4
zapojiť,4
optimálny,4
upnúť,4
ucl,4
presunúť,4
vedúca,4
stretnúť,4
milestones,4
deliverables,4
označovať,4
moment,4
parameter,4
top,4
bottom,4
bežne,4
nesúvisieť,4
kapitálový,4
povedaný,4
zamestnanec,4
zamestnávateľ,4
poistenie,4
spätiť,4
povinný,4
pád,4
priebežný,4
ohroziť,4
navrhovaný,4
trocha,4
zapamätateľný,4
preklad,4
čítať,4
žiadúci,4
oddelenie,4
dojem,4
zostať,4
problemmatike,4
oslovovať,4
objasniť,4
preprava,4
ochotný,4
atď,4
skreslenie,4
zdať,4
jednotný,4
alternatívny,4
vypĺňaní,4
žiak,4
ambulancia,4
vyvarovať,4
tam,4
maximálne,4
chrániť,4
muž,4
mladý,4
diabetik,4
response,4
overenie,4
autorka,4
uznanie,4
pozitívny,4
užívať,4
naozaj,4
ghost,4
inak,4
stiahnutie,4
právať,4
znieť,4
plagiarizmus,4
[čo,4
],4
zhrnutím,4
záverečný,4
významnosť,4
čitateľný,4
asociačný,4
desatinný,4
doterajší,4
take,4
home,4
message,4
usmernení,4
štýl,4
limitovaný,4
príbeh,4
vyjadriť,4
napísaný,4
nech,4
odniesť,4
pochopenie,4
vizuálny,4
infografiku,4
šablóna,4
uplynulý,4
hlava,4
nápoj,4
pediater,4
poplatok,4
potvrdzovať,4
rod,4
licencia,4
rozličný,4
which,4
redakčný,4
at,4
could,4
hasiť,4
produkčný,4
did,4
information,4
some,4
would,4
recenzent,4
issue,4
english,4
podložený,4
očakávanie,4
tričko,4
línia,4
uplatňované,3
pokrývať,3
zasielania,3
pozostávať,3
vyvíjať,3
opierať,3
oplatiť,3
rozumieť,3
vyhľadávať,3
uskladnenia,3
nadviazať,3
narábanie,3
reprodukovateľnosť,3
►príprava,3
validita,3
uskladnenie,3
zasielanie,3
interaktívne,3
screen,3
osvojiť,3
vznik,3
míľnik,3
reakcia,3
záležitosť,3
pokrok,3
toľko,3
čiastočne,3
usa,3
report,3
subjekt,3
disciplína,3
akadémia,3
právo,3
prednosť,3
hľadisko,3
výskum,3
znalosť,3
primeraný,3
vykonávaný,3
zaoberať,3
porovnávať,3
zdravotnícky,3
regulácia,3
orgán,3
zložený,3
zdravotník,3
potenciál,3
psychický,3
univerzitný,3
nemocnica,3
zase,3
poskytovanie,3
posunúť,3
dôstojnosť,3
niesť,3
povaha,3
dobrovoľnosť,3
obávať,3
stratiť,3
benefit,3
dostupnosť,3
náhrada,3
pristupovať,3
krátkosť,3
rozmanitý,3
špeciálne,3
voči,3
poškodenie,3
rodina,3
bariéra,3
vnímaný,3
znížiť,3
vyriešiť,3
pravdepodobný,3
transparentne,3
brať,3
dôvera,3
kvalitatívny,3
dospelý,3
zaškoliť,3
vzdelanie,3
nijaký,3
problemmatické,3
nikto,3
usporiadanie,3
využívanie,3
fabrikácia,3
falšovanie,3
navrhovanie,3
porušovať,3
porušovanie,3
poradiť,3
konzultovať,3
náprava,3
obhájiť,3
pracné,3
zorientovať,3
frontiers,3
triediaci,3
zverejnený,3
úplný,3
full,3
položiť,3
čo,3
ako,3
špecifikovať,3
predpokladať,3
zadať,3
neurodevelopment,3
všimnúť,3
nezaujímať,3
predčasne,3
narodený,3
refine,3
view,3
uložiť,3
stĺpec,3
softvér,3
zoradiť,3
relevantne,3
relevancie,3
cesta,3
záložka,3
uchovať,3
zvlášť,3
prierezový,3
zobrať,3
zloženie,3
zvislý,3
impakt,3
new,3
environmental,3
occupational,3
vyhľadať,3
usporiadať,3
vďaka,3
čoraz,3
tradičný,3
úložisko,3
internet,3
b,3
c,3
vzor,3
európy,3
dosahovať,3
bádanie,3
materiálne,3
subsystémy,3
realistický,3
úkon,3
zaplatiť,3
detailne,3
tlačiareň,3
laboratórium,3
nestačiť,3
pôsobiť,3
účet,3
včas,3
administratívne,3
interný,3
osobne,3
pomedzi,3
kompletný,3
prospešný,3
štátny,3
podpora,3
tvorivý,3
vega,3
ústav,3
pravidelný,3
platnosť,3
podaný,3
zverejňovať,3
február,3
marec,3
otvárať,3
kolový,3
oprávnený,3
istiť,3
duch,3
rizikový,3
predpoklad,3
zadefinovať,3
praktický,3
variant,3
uskutočnenie,3
obdĺžnik,3
pravý,3
packages,3
package,3
mnohokrát,3
expertný,3
plnenie,3
prijímať,3
rug,3
university,3
naznačiť,3
pojem,3
opačný,3
down,3
konečná,3
up,3
členenie,3
nákup,3
čistý,3
poznamenať,3
rozdelenie,3
zozbieraných,3
sústredený,3
zlý,3
chýbajúci,3
t,3
long,3
jasno,3
identifikácia,3
zhodovať,3
elektronicky,3
vyčleniť,3
udržiavanie,3
zdravotníctvo,3
dodržaná,3
vysvetľovať,3
zásadný,3
gramatika,3
finalizácia,3
radšej,3
konzultácia,3
konzultant,3
nedostať,3
nesplniť,3
vyradený,3
metodik,3
ideálny,3
uskladniť,3
priradiť,3
príloha,3
obsiahnutý,3
skladovanie,3
vyšetrenie,3
neprimerane,3
získavanie,3
kontaminácia,3
logistický,3
obálka,3
tlačiarenský,3
zabezpečený,3
závislosť,3
portál,3
dezinfekcia,3
nakúpiť,3
ušetriť,3
teplota,3
lacný,3
detailný,3
exceli,3
predstih,3
prirodzený,3
záloha,3
ubezpečiť,3
ktokoľvek,3
reagovať,3
premyslieť,3
otestovať,3
pomer,3
trh,3
riskovať,3
pohybovať,3
para,3
miestnosť,3
aktívny,3
zrejmý,3
kontaktovať,3
liečba,3
nespĺňať,3
rómsky,3
vyplnený,3
predbežný,3
stan,3
poprosiť,3
vyplnenie,3
odporučiť,3
rata,3
prieskum,3
narábať,3
anonymizácia,3
spojenie,3
výrazne,3
zneužiť,3
striktne,3
oznámiť,3
autizmus,3
produkcia,3
al,3
významne,3
znižovať,3
ujať,3
zneužívanie,3
pokus,3
sumárne,3
prospech,3
preklep,3
šírenie,3
organizovaný,3
psychológia,3
primárne,3
poznávanie,3
upútať,3
adolescents,3
názorný,3
šesť,3
krátko,3
odvíjať,3
priemerný,3
neuvádzať,3
vyhýbať,3
urobený,3
kopírovať,3
prečítanie,3
nevýznamných,3
zaujímavo,3
kontinuálne,3
reported,3
citovania,3
nápomocný,3
fakt,3
strobe,3
methods,3
chlapcov,3
štatistik,3
korektúra,3
smerovanie,3
podujatie,3
prezentovaním,3
bohužiaľ,3
pristúpiť,3
ukončiť,3
prestávať,3
strácať,3
očný,3
jasnieť,3
sformulovať,3
ujasnenia,3
uchopenie,3
umiestniť,3
kontaktný,3
nevhodne,3
tlač,3
vnímanie,3
pripojenie,3
vizualizovaných,3
špecializovaný,3
prezentujúca,3
behaviour,3
vyplynúť,3
rodičovský,3
cieľový,3
zaslanie,3
respektíve,3
peer,3
ambícia,3
zápas,3
jane,3
creative,3
commons,3
license,3
interpretovať,3
articles,3
published,3
can,3
distributed,3
other,3
authors,3
záujmový,3
akceptovať,3
sekundárny,3
pôvodne,3
hranica,3
editors,3
primary,3
problemmatických,3
posudzovaný,3
zapracovať,3
komentár,3
akceptovanie,3
zaradenie,3
navrhnúť,3
prijať,3
printom,3
vytvorenie,3
automatický,3
inform,3
me,3
about,3
receive,3
much,3
reviewers,3
zapracovaný,3
like,3
our,3
us,3
made,3
added,3
navrhovať,3
hráč,3
prínosný,3
logicky,3
budúci,3
zdôvodnený,3
úraz,3
kamarát,3
rozvinúť,2
inicializáciu,2
monitoring,2
revidovania,2
sprievodca,2
kolegyňa,2
prevencia,2
predstavená,2
uzatvárať,2
zápis,2
fungovať,2
prehľadne,2
►história,2
senzitívne,2
►nevhodné,2
►výskumný,2
udržanie,2
doplňujúce,2
prehĺbiť,2
vyvinúť,2
vznikajúci,2
rola,2
zohrať,2
eugenik,2
spájaný,2
zneužité,2
etnicita,2
syfilis,2
tuskegee,2
zámerne,2
desaťročie,2
etickosť,2
oplodnenie,2
vitro,2
akceptovaný,2
príchod,2
technológia,2
dilema,2
čeliť,2
norimberský,2
experiment,2
vojna,2
zavedenie,2
rešpekt,2
spravodlivý,2
zákon,2
pozadie,2
dohľad,2
riadne,2
wma,2
medical,2
držať,2
profesionálny,2
inštitucionálny,2
slovenčina,2
upjs,2
